Country Name,Country Code,Indicator Name,Indicator Code,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Curacao,CUW,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Cayman Islands,CYM,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Cyprus,CYP,Time required to start a business (days),IC.REG.DURS,8,8,8,8,8,8,8,8,6,6,6,6,
Czech Republic,CZE,Time required to start a business (days),IC.REG.DURS,35,32,32,30.5,30.5,30.5,30.5,30.5,24.5,24.5,24.5,24.5,
Germany,DEU,Time required to start a business (days),IC.REG.DURS,17.5,17.5,14.5,14.5,14.5,14.5,14.5,10.5,8,8,8,8,
Djibouti,DJI,Time required to start a business (days),IC.REG.DURS,37,37,37,37,37,17,14,14,14,14,14,14,
Dominica,DMA,Time required to start a business (days),IC.REG.DURS,13,13,13,12,12,12,12,12,12,12,12,12,
Denmark,DNK,Time required to start a business (days),IC.REG.DURS,6.5,6.5,6,6,6,6,6,3.5,3.5,3.5,3.5,3.5,
Dominican Republic,DOM,Time required to start a business (days),IC.REG.DURS,15,16,15,14.5,14.5,14.5,14.5,14.5,18.5,16.5,16.5,16.5,
Algeria,DZA,Time required to start a business (days),IC.REG.DURS,22,22,22,22,22,22,20,18,18,18,18,18,
East Asia & Pacific (excluding high income),EAP,Time required to start a business (days),IC.REG.DURS,47.67647059,45.97058824,42.79411765,38.5,39.80555556,41.59,36.135,36.105,33.235,32.345,30.45,29.73,
Early-demographic dividend,EAR,Time required to start a business (days),IC.REG.DURS,55.60555556,52.75185185,50.43703704,49.21481481,49.26071429,38.18032787,35.12131148,35.53114754,35.03770492,34.04590164,32.18852459,30.83114754,
East Asia & Pacific,EAS,Time required to start a business (days),IC.REG.DURS,41.42,39.14,36.18,32.56,33.65384615,34.54827586,30.76896552,27.6137931,25.63103448,24.94827586,23.36551724,22.85172414,
Europe & Central Asia (excluding high income),ECA,Time required to start a business (days),IC.REG.DURS,27.97058824,22.86111111,21.91666667,19.75,18.80555556,16.64210526,15.68421053,13.33157895,12.9,12.16315789,11.55789474,11.34736842,
Europe & Central Asia,ECS,Time required to start a business (days),IC.REG.DURS,21.31521739,18.94680851,18.07446809,16.61702128,16.625,15.50408163,14.20408163,12.26122449,11.87959184,11.59387755,12.552,11.762,
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,65,64,56,55.5,55.5,55.5,55.5,50.5,48.5,48.5,48.5,48.5,
"Egypt, Arab Rep.",EGY,Time required to start a business (days),IC.REG.DURS,12.5,12.5,12.5,12.5,12.5,12.5,12.5,16.5,16.5,16.5,11.5,12.5,
Euro area,EMU,Time required to start a business (days),IC.REG.DURS,18.08333333,17.19444444,16,15.55263158,15.15789474,14.42105263,12.39473684,11.42105263,10.89473684,10.36842105,10.44736842,9.815789474,
Eritrea,ERI,Time required to start a business (days),IC.REG.DURS,84,84,84,84,84,84,84,84,84,84,84,84,
Spain,ESP,Time required to start a business (days),IC.REG.DURS,61,61,52,29,30,24,14,14,13,13,12.5,12.5,
Estonia,EST,Time required to start a business (days),IC.REG.DURS,6.5,6.5,6.5,6.5,6.5,6.5,4.5,3.5,3.5,3.5,3.5,3.5,
Ethiopia,ETH,Time required to start a business (days),IC.REG.DURS,19,20,20,40,40,39,39,35,35,33,32,32,
European Union,EUU,Time required to start a business (days),IC.REG.DURS,20.01923077,17.82692308,16.90384615,16.62962963,16.37037037,15.77777778,14.35185185,13.24074074,12.72222222,12.35185185,13.27777778,12.16666667,
Fragile and conflict affected situations,FCS,Time required to start a business (days),IC.REG.DURS,62.875,59.75757576,53.39393939,44.42424242,43.55555556,39.1972973,34.71081081,37.65263158,37.77368421,36.28684211,35.52368421,34.61052632,
Finland,FIN,Time required to start a business (days),IC.REG.DURS,17,17,17,17,17,17,17,17,17,17,17,13,
Fiji,FJI,Time required to start a business (days),IC.REG.DURS,44,44,44,44,58,58,58,58,40,40,40,40,
France,FRA,Time required to start a business (days),IC.REG.DURS,6.5,6.5,6.5,6.5,6.5,6.5,4.5,4,3.5,3.5,3.5,4,
Faroe Islands,FRO,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Time required to start a business (days),IC.REG.DURS,16,16,16,16,16,16,16,16,16,16,16,16,
Gabon,GAB,Time required to start a business (days),IC.REG.DURS,54,54,54,54,54,47,47,47,47,33,31,10,
United Kingdom,GBR,Time required to start a business (days),IC.REG.DURS,11.5,11.5,11.5,11.5,11.5,11.5,6,4.5,4.5,4.5,4.5,4.5,
Georgia,GEO,Time required to start a business (days),IC.REG.DURS,3,3,3,2,2,2,2,2,2,2,2,1,
Ghana,GHA,Time required to start a business (days),IC.REG.DURS,11,11,11,11,11,14,14,14,14,14,14,13,
Gibraltar,GIB,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Guinea,GIN,Time required to start a business (days),IC.REG.DURS,40,40,40,40,43,23,15,15,15,15,15,15,
"Gambia, The",GMB,Time required to start a business (days),IC.REG.DURS,27,27,27,27,27,27,26,25,25,25,25,8,
Guinea-Bissau,GNB,Time required to start a business (days),IC.REG.DURS,259.5,216.5,216.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,
Equatorial Guinea,GNQ,Time required to start a business (days),IC.REG.DURS,155,155,155,150,150,150,150,150,149,33,33,33,
Greece,GRC,Time required to start a business (days),IC.REG.DURS,19,19,19,11,11,14,13,13,13,12.5,12.5,4,
Grenada,GRD,Time required to start a business (days),IC.REG.DURS,19,19,14,14,14,15,15,15,15,15,15,12,
Greenland,GRL,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Guatemala,GTM,Time required to start a business (days),IC.REG.DURS,36,36,36,36,36,26.5,26.5,26.5,26.5,26.5,15,15,
Guam,GUM,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Guyana,GUY,Time required to start a business (days),IC.REG.DURS,38,27,23,19,18,18,18,18,18,18,18,18,
High income,HIC,Time required to start a business (days),IC.REG.DURS,20.38909091,19.69636364,18.67818182,16.49473684,16.60689655,15.85833333,14.6,12.145,12.10833333,11.43333333,12.10655738,10.9295082,
"Hong Kong SAR, China",HKG,Time required to start a business (days),IC.REG.DURS,11,6,6,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,
Honduras,HND,Time required to start a business (days),IC.REG.DURS,20,14,43,43,43,43,43,41,42,42,42,42,
Heavily indebted poor countries (HIPC),HPC,Time required to start a business (days),IC.REG.DURS,50.03947368,47.61842105,44.09210526,33.82894737,32.36842105,26.73684211,23.44736842,24.16666667,23.57692308,22.98717949,23.02564103,22.53846154,
Croatia,HRV,Time required to start a business (days),IC.REG.DURS,22.5,22.5,20.5,20,22.5,22.5,22.5,22.5,22.5,22.5,22.5,19.5,
Haiti,HTI,Time required to start a business (days),IC.REG.DURS,224,224,134,134,134,97,97,97,97,97,97,97,
Hungary,HUN,Time required to start a business (days),IC.REG.DURS,6,5,5,5,7,7,7,7,7,7,7,7,
IBRD only,IBD,Time required to start a business (days),IC.REG.DURS,47.74590164,45.1147541,44.48360656,41.87704918,41,32.56911765,30.01029412,29.27647059,29.30441176,26.69411765,24.35441176,23.43676471,
IDA & IBRD total,IBT,Time required to start a business (days),IC.REG.DURS,46.97637795,44.35546875,42.3125,37.3984375,36.70229008,30.645,27.69285714,27.50780142,27.00780142,25.25248227,23.84751773,22.96737589,
IDA total,IDA,Time required to start a business (days),IC.REG.DURS,46.26515152,43.6641791,40.3358209,33.32089552,32.84057971,28.82777778,25.50416667,25.86027397,24.86849315,23.90958904,23.37534247,22.53013699,
IDA blend,IDB,Time required to start a business (days),IC.REG.DURS,54.38461538,51.46153846,45.23076923,43.46153846,44.30769231,37.92,29.32,28.85333333,26.09333333,23.56,20.56,19.18,
Indonesia,IDN,Time required to start a business (days),IC.REG.DURS,,,,,,77,53.9,49.3,26.3,24.5,21,12.6,
IDA only,IDX,Time required to start a business (days),IC.REG.DURS,44.27358491,41.78703704,39.15740741,30.87962963,30.17857143,26.43508772,24.5,25.0862069,24.55172414,24,24.10344828,23.39655172,
Isle of Man,IMN,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
India,IND,Time required to start a business (days),IC.REG.DURS,,,,,,32.7,35,30,28.5,29.8,16.5,17.5,
Not classified,INX,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Ireland,IRL,Time required to start a business (days),IC.REG.DURS,19,19,19,19,16,16,12,12,11,11,11,11,
"Iran, Islamic Rep.",IRN,Time required to start a business (days),IC.REG.DURS,80.5,62.5,64.5,64.5,73.5,73.5,72.5,72.5,72.5,72.5,72.5,72.5,
Iraq,IRQ,Time required to start a business (days),IC.REG.DURS,30.5,30.5,30.5,30.5,27.5,27.5,27.5,34.5,34.5,26.5,26.5,26.5,
Iceland,ISL,Time required to start a business (days),IC.REG.DURS,5,5,5,4.5,4.5,4.5,12,12,11.5,11.5,11.5,11.5,
Israel,ISR,Time required to start a business (days),IC.REG.DURS,18,18,18,18,19,12,12,12,11,11,11,11,
Italy,ITA,Time required to start a business (days),IC.REG.DURS,12,12.5,12.5,12.5,12.5,12.5,11.5,11,11,11,11,11,
Jamaica,JAM,Time required to start a business (days),IC.REG.DURS,8,8,8,7,7,6,15,3,10,3,3,3,
Jordan,JOR,Time required to start a business (days),IC.REG.DURS,13.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,
Japan,JPN,Time required to start a business (days),IC.REG.DURS,,,,,,11.6,11.1,11.2,11.1,11.1,11.1,11.1,
Kazakhstan,KAZ,Time required to start a business (days),IC.REG.DURS,27,26,25,25,25,18,16,11,9,9,5,5,
Kenya,KEN,Time required to start a business (days),IC.REG.DURS,33,33,33,35,34,34,32,28,22,23,23,23,
Kyrgyz Republic,KGZ,Time required to start a business (days),IC.REG.DURS,19,15,14,14,14,10,10,10,10,10,10,10,
Cambodia,KHM,Time required to start a business (days),IC.REG.DURS,102,102,102,102,102,101,101,87,99,99,99,99,
Kiribati,KIR,Time required to start a business (days),IC.REG.DURS,31,31,31,31,31,31,31,31,31,31,31,31,
St. Kitts and Nevis,KNA,Time required to start a business (days),IC.REG.DURS,19,19,19,19,19,18.5,18.5,18.5,18.5,18.5,18.5,18.5,
"Korea, Rep.",KOR,Time required to start a business (days),IC.REG.DURS,17,14,14,9,8,8,8,8,8,8,8,8,
Kuwait,KWT,Time required to start a business (days),IC.REG.DURS,35.4,35.4,35.4,32.4,32.4,32.4,31.4,31.4,61.4,38.4,35.4,19.4,
Latin America & Caribbean (excluding high income),LAC,Time required to start a business (days),IC.REG.DURS,76.79545455,73.54545455,69.59090909,69.09090909,68.5,43.04166667,37.33333333,38.39166667,39.49583333,39.1625,34.85416667,34.5625,
Lao PDR,LAO,Time required to start a business (days),IC.REG.DURS,86,86,86,78,88,88,88,187,174,174,174,173,
Lebanon,LBN,Time required to start a business (days),IC.REG.DURS,18,15,15,15,15,15,15,15,15,15,15,15,
Liberia,LBR,Time required to start a business (days),IC.REG.DURS,33,21,21,7,7,6,6,6,6,6,18,18,
Libya,LBY,Time required to start a business (days),IC.REG.DURS,,,,,35,35,35,35,35,35,35,35,
St. Lucia,LCA,Time required to start a business (days),IC.REG.DURS,20,14,14,11,11,11,11,11,11,11,11,11,
Latin America & Caribbean,LCN,Time required to start a business (days),IC.REG.DURS,63.46666667,61.78333333,58.4,53.9516129,53.43548387,35.65151515,30.8030303,31.72424242,32.17878788,31.93636364,28.75757576,28.09090909,
Least developed countries: UN classification,LDC,Time required to start a business (days),IC.REG.DURS,52.85714286,51.11904762,46.52380952,36.07142857,35.125,31.16222222,27.77777778,28.18478261,27.31521739,26.82608696,27,26.2173913,
Low income,LIC,Time required to start a business (days),IC.REG.DURS,50.92307692,47.15384615,40.46153846,31.38461538,30.14814815,26.55555556,25.48148148,25.875,25.73214286,24.69642857,25.03571429,24.21428571,
Liechtenstein,LIE,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,46,46,
Sri Lanka,LKA,Time required to start a business (days),IC.REG.DURS,44,44,38,35,11,11,11,10,9,9,9,8,
Lower middle income,LMC,Time required to start a business (days),IC.REG.DURS,44.22222222,43.17777778,41.77777778,36.75555556,35.64130435,31.566,27.466,26.386,25.368,24.704,23.038,22.154,
Low & middle income,LMY,Time required to start a business (days),IC.REG.DURS,49.21982759,46.20512821,44.05128205,39.36752137,38.4875,31.84341085,28.79457364,28.58538462,28.02,26.12384615,24.43846154,23.66461538,
Lesotho,LSO,Time required to start a business (days),IC.REG.DURS,39,39,39,39,29,29,29,29,29,29,29,15,
Late-demographic dividend,LTE,Time required to start a business (days),IC.REG.DURS,25.17111111,23.56,22.44888889,19.64666667,18.58,18.99375,18.2625,15.52708333,15.74375,14.32708333,12.32083333,11.26875,
Lithuania,LTU,Time required to start a business (days),IC.REG.DURS,26,26,22,22,19.5,8.5,5.5,5.5,5.5,5.5,5.5,5.5,
Luxembourg,LUX,Time required to start a business (days),IC.REG.DURS,24,22,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,
Latvia,LVA,Time required to start a business (days),IC.REG.DURS,15.5,15.5,15.5,15.5,15.5,12.5,12.5,5.5,5.5,5.5,5.5,5.5,
"Macao SAR, China",MAC,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
St. Martin (French part),MAF,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Morocco,MAR,Time required to start a business (days),IC.REG.DURS,12,12,12,12,12,11.5,11.5,10.5,10,9,9,9,
Monaco,MCO,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Moldova,MDA,Time required to start a business (days),IC.REG.DURS,16,10,10,9,9,7,7,6,6,5,4,4,
Madagascar,MDG,Time required to start a business (days),IC.REG.DURS,12,12,12,12,12,12,12,13,12,8,8,8,
Maldives,MDV,Time required to start a business (days),IC.REG.DURS,9,12,12,12,12,12,12,12,12,12,12,12,
Middle East & North Africa,MEA,Time required to start a business (days),IC.REG.DURS,24.44210526,22.91052632,23.04210526,23.26,24.48571429,23.1047619,22.34761905,22.4,23.41904762,21.2047619,20.37142857,19.51904762,
Mexico,MEX,Time required to start a business (days),IC.REG.DURS,,,,,,8.4,8.4,8.4,8.4,8.4,8.4,8.4,
Marshall Islands,MHL,Time required to start a business (days),IC.REG.DURS,17,17,17,17,17,17,17,17,17,17,17,17,
Middle income,MIC,Time required to start a business (days),IC.REG.DURS,48.72777778,45.93406593,45.07692308,41.64835165,40.90860215,33.24313725,29.67156863,29.32941176,28.64803922,26.51568627,24.2745098,23.51372549,
North Macedonia,MKD,Time required to start a business (days),IC.REG.DURS,22,17,16,16,15,15,15,15,15,15,15,15,
Mali,MLI,Time required to start a business (days),IC.REG.DURS,25,8,8,8,8,11,11,8.5,8.5,11,11,11,
Malta,MLT,Time required to start a business (days),IC.REG.DURS,,,,38.5,38.5,38.5,33.5,28,26,16,16,20.5,
Myanmar,MMR,Time required to start a business (days),IC.REG.DURS,,,,,77,77,77,16,14,14,14,7,
Middle East & North Africa (excluding high income),MNA,Time required to start a business (days),IC.REG.DURS,27.70833333,25.70833333,25.70833333,25.625,27.96153846,26.23076923,25.46153846,26.07692308,26.19230769,25.5,24.80769231,24.88461538,
Montenegro,MNE,Time required to start a business (days),IC.REG.DURS,23,14,12,12,12,12,12,12,12,12,12,12,
Mongolia,MNG,Time required to start a business (days),IC.REG.DURS,17,17,17,17,16,16,16,12,12,12,12,12,
Northern Mariana Islands,MNP,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Mozambique,MOZ,Time required to start a business (days),IC.REG.DURS,34,34,21,21,21,21,21,21,21,17,17,17,
Mauritania,MRT,Time required to start a business (days),IC.REG.DURS,19,19,19,19,19,19,8,8,8,6,6,6,
Mauritius,MUS,Time required to start a business (days),IC.REG.DURS,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,5.5,5,4.5,
Malawi,MWI,Time required to start a business (days),IC.REG.DURS,37,36,36,36,37,40,38,38,37,37,37,37,
Malaysia,MYS,Time required to start a business (days),IC.REG.DURS,20.5,18.5,17.5,8.5,9.5,9.5,7.5,7.5,23.5,23.5,13.5,17.5,
North America,NAC,Time required to start a business (days),IC.REG.DURS,5.5,5.5,5.5,5.5,5.5,5.85,5.55,3.55,3.55,3.55,3.55,2.85,
Namibia,NAM,Time required to start a business (days),IC.REG.DURS,66,66,66,66,66,66,66,66,66,54,54,54,
New Caledonia,NCL,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Niger,NER,Time required to start a business (days),IC.REG.DURS,20,18,18,18,18,18,16,16,11,8,10,10,
Nigeria,NGA,Time required to start a business (days),IC.REG.DURS,,,,,,30.3,30.3,30.3,24.9,18.9,10.9,7.2,
Nicaragua,NIC,Time required to start a business (days),IC.REG.DURS,39,39,39,39,39,37,14,14,14,14,14,14,
Netherlands,NLD,Time required to start a business (days),IC.REG.DURS,8,8,8,8,5,4,3.5,3.5,3.5,3.5,3.5,3.5,
Norway,NOR,Time required to start a business (days),IC.REG.DURS,6,6,6,6,6,6,5,4,4,4,4,4,
Nepal,NPL,Time required to start a business (days),IC.REG.DURS,31,31,31,29,29,17,17,17,17,18.5,18.5,22.5,
Nauru,NRU,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
New Zealand,NZL,Time required to start a business (days),IC.REG.DURS,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
OECD members,OED,Time required to start a business (days),IC.REG.DURS,17.51470588,16.19117647,15.20588235,13.29411765,13.10294118,12.12702703,11.01621622,10.18108108,9.759459459,9.759459459,9.691891892,9.113513514,
Oman,OMN,Time required to start a business (days),IC.REG.DURS,15.4,13.4,13.4,9.3,9.3,9.3,9.3,9.3,7.3,4.3,4.3,4.3,
Other small states,OSS,Time required to start a business (days),IC.REG.DURS,59.31666667,55.47916667,52.66666667,36.08,35.69230769,33.61538462,29.59615385,24.90769231,24.65384615,18.53846154,18.13461538,15.57692308,
Pakistan,PAK,Time required to start a business (days),IC.REG.DURS,,,,,,20,20,20,20,19.5,16.5,16.5,
Panama,PAN,Time required to start a business (days),IC.REG.DURS,12,12,9,8,7,6,6,6,6,6,6,6,
Peru,PER,Time required to start a business (days),IC.REG.DURS,67,41,42.5,41.5,41.5,41.5,41.5,41.5,41,41,26,26,
Philippines,PHL,Time required to start a business (days),IC.REG.DURS,34,34,29,28,28,28,26,25,25,39,34,33,
Palau,PLW,Time required to start a business (days),IC.REG.DURS,28,28,28,28,28,28,28,28,28,28,28,28,
Papua New Guinea,PNG,Time required to start a business (days),IC.REG.DURS,52,52,52,52,52,53,53,53,41,41,41,41,
Poland,POL,Time required to start a business (days),IC.REG.DURS,45,39,39,39,39,37,37,37,37,37,37,37,
Pre-demographic dividend,PRE,Time required to start a business (days),IC.REG.DURS,52.52941176,50.5,46.97058824,38.47058824,36.15714286,31.10555556,26.05,26.17027027,25.34864865,21.34864865,21.24054054,20.65405405,
Puerto Rico,PRI,Time required to start a business (days),IC.REG.DURS,7,7,7,6,6,6,6,6,5.5,5.5,5.5,5.5,
"Korea, Dem. People?s Rep.",PRK,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Portugal,PRT,Time required to start a business (days),IC.REG.DURS,7,7,7,7,7,6,6,6,6,6.5,6.5,6.5,
Paraguay,PRY,Time required to start a business (days),IC.REG.DURS,35,35,35,35,35,35,35,35,35,35,35,35,
West Bank and Gaza,PSE,Time required to start a business (days),IC.REG.DURS,63.5,63.5,63.5,62.5,49.5,47.5,43.5,43.5,43.5,43.5,43.5,43.5,
Pacific island small states,PSS,Time required to start a business (days),IC.REG.DURS,33.11111111,30.22222222,30.22222222,26.11111111,23.88888889,24.33333333,24.33333333,24.33333333,20.44444444,20.44444444,20.44444444,20.44444444,
Post-demographic dividend,PST,Time required to start a business (days),IC.REG.DURS,20.203125,17.734375,17.296875,15.92647059,15.75,14.86944444,13.75555556,12.46666667,11.86666667,11.58888889,11.61666667,11.18888889,
French Polynesia,PYF,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,
Qatar,QAT,Time required to start a business (days),IC.REG.DURS,8.2,8.2,10.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,8.7,8.7,
Romania,ROU,Time required to start a business (days),IC.REG.DURS,8,8,8,12,8,8,8,8,12,12,35,20,
Russian Federation,RUS,Time required to start a business (days),IC.REG.DURS,,,,,,13.2,11.5,10.8,10.1,10.1,10.1,10.1,
Rwanda,RWA,Time required to start a business (days),IC.REG.DURS,14,7,7,7,8,7,7,6,4,4,4,4,
South Asia,SAS,Time required to start a business (days),IC.REG.DURS,28.1,28.5,27.3,24.1,19.3,18.875,17.25,16.5,16.1875,16.1,14.0625,14.5625,
Saudi Arabia,SAU,Time required to start a business (days),IC.REG.DURS,27.3,27.3,27.3,27.3,24.3,24.8,24.8,23.3,19.3,17.8,17.8,10.4,
Sudan,SDN,Time required to start a business (days),IC.REG.DURS,38.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,34.5,34.5,
Senegal,SEN,Time required to start a business (days),IC.REG.DURS,9,9,9,6,6,6,6,6,6,6,6,6,
